tweet_id,timestamp,rating_numerator,text,name,jpg_url,favorite_count,retweet_count,dog_class,dog_races
887705289381826560,2017-07-19 16:06:48,13,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,29743.0,5303.0,none,basset
887473957103951883,2017-07-19 00:47:34,13,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,68087.0,17898.0,none,rhodesian_ridgeback
886983233522544640,2017-07-17 16:17:36,13,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,34658.0,7650.0,none,toy_terrier
886736880519319552,2017-07-16 23:58:41,13,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,11870.0,3229.0,none,kuvasz
886680336477933568,2017-07-16 20:14:00,13,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,22112.0,4396.0,none,convertible
886366144734445568,2017-07-15 23:25:31,12,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,20881.0,3151.0,pupper,french_bulldog
886258384151887873,2017-07-15 16:17:19,13,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,27592.0,6187.0,none,pug
885984800019947520,2017-07-14 22:10:11,12,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,32195.0,6692.0,none,blenheim_spaniel
885528943205470208,2017-07-13 15:58:47,13,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,35468.0,6331.0,none,pug
885311592912609280,2017-07-13 01:35:06,13,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,0.0,18287.0,none,labrador_retriever
884925521741709313,2017-07-12 00:01:00,12,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,76381.0,18008.0,none,italian_greyhound
884876753390489601,2017-07-11 20:47:12,13,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,27525.0,5564.0,none,chow
884562892145688576,2017-07-11 00:00:02,13,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,23967.0,4660.0,none,pug
884162670584377345,2017-07-09 21:29:42,12,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,20081.0,2943.0,doggo,german_shepherd
883838122936631299,2017-07-09 00:00:04,12,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,21594.0,3397.0,none,doberman
883482846933004288,2017-07-08 00:28:19,5,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,45273.0,9803.0,none,golden_retriever
883360690899218434,2017-07-07 16:22:55,13,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,22356.0,3644.0,floofer,chow
882992080364220416,2017-07-06 15:58:11,13,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,23632.0,3865.0,none,eskimo_dog
882762694511734784,2017-07-06 00:46:41,12,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,27912.0,4845.0,pupper,labrador_retriever
882627270321602560,2017-07-05 15:48:34,13,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,27523.0,5997.0,none,pembroke
882268110199369728,2017-07-04 16:01:23,13,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,44335.0,11434.0,none,golden_retriever
882045870035918850,2017-07-04 01:18:17,13,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,28959.0,4903.0,none,web_site
881906580714921986,2017-07-03 16:04:48,12,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,23980.0,3344.0,none,weimaraner
881666595344535552,2017-07-03 00:11:11,13,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,49900.0,10513.0,none,saluki
881268444196462592,2017-07-01 21:49:04,12,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,22770.0,5096.0,none,tusker
880935762899988482,2017-06-30 23:47:07,13,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,16790.0,2746.0,none,street_sign
880465832366813184,2017-06-29 16:39:47,12,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,28147.0,6188.0,none,golden_retriever
880221127280381952,2017-06-29 00:27:25,12,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,26702.0,4162.0,none,chihuahua
879862464715927552,2017-06-28 00:42:13,13,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,22030.0,3452.0,none,cocker_spaniel
879492040517615616,2017-06-27 00:10:17,12,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,23102.0,3141.0,none,german_short-haired_pointer
879415818425184262,2017-06-26 19:07:24,13,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,104449.0,43635.0,none,english_springer
879376492567855104,2017-06-26 16:31:08,12,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,16554.0,3079.0,none,tricycle
879050749262655488,2017-06-25 18:56:45,11,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,22264.0,4659.0,none,tabby
879008229531029506,2017-06-25 16:07:47,13,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,18731.0,2664.0,none,vizsla
878776093423087618,2017-06-25 00:45:22,13,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,19150.0,4078.0,puppo,whippet
878281511006478336,2017-06-23 16:00:04,13,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,7649.0,1273.0,none,basset
878057613040115712,2017-06-23 01:10:23,14,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,41487.0,6739.0,none,french_bulldog
877736472329191424,2017-06-22 03:54:17,13,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,78777.0,18863.0,none,labrador_retriever
877556246731214848,2017-06-21 15:58:08,12,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,22425.0,3767.0,none,basset
877316821321428993,2017-06-21 00:06:44,13,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,27025.0,5117.0,none,saluki
877201837425926144,2017-06-20 16:29:50,12,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,26768.0,5522.0,none,pembroke
876838120628539392,2017-06-19 16:24:33,12,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,20421.0,3311.0,pupper,bloodhound
876484053909872640,2017-06-18 16:57:37,13,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,18524.0,2372.0,none,golden_retriever
876120275196170240,2017-06-17 16:52:05,13,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,27565.0,4647.0,none,bernese_mountain_dog
875747767867523072,2017-06-16 16:11:53,13,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,24876.0,4253.0,none,labrador_retriever
875144289856114688,2017-06-15 00:13:52,13,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,21654.0,4879.0,none,siberian_husky
874680097055178752,2017-06-13 17:29:20,12,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,27510.0,4606.0,none,labrador_retriever
874296783580663808,2017-06-12 16:06:11,13,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,25758.0,4079.0,pupper,cocker_spaniel
874012996292530176,2017-06-11 21:18:31,13,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,34203.0,10334.0,puppo,pembroke
873213775632977920,2017-06-09 16:22:42,12,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,7151.0,1578.0,pupper,vizsla
872620804844003328,2017-06-08 01:06:27,13,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,Monkey,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,20590.0,3679.0,none,cocker_spaniel
872261713294495745,2017-06-07 01:19:32,13,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,Harry,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,33876.0,6294.0,none,flat-coated_retriever
872122724285648897,2017-06-06 16:07:15,12,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,Kody,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,34135.0,8090.0,none,basketball
871879754684805121,2017-06-06 00:01:46,13,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,Lassie,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,37650.0,11141.0,none,shetland_sheepdog
871762521631449091,2017-06-05 16:15:56,12,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,Rover,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,20101.0,3466.0,pupper,golden_retriever
871515927908634625,2017-06-04 23:56:03,12,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,Napolean,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,20053.0,3445.0,doggo,briard
871032628920680449,2017-06-03 15:55:36,13,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",Boomer,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,22502.0,3813.0,none,kelpie
870374049280663552,2017-06-01 20:18:38,13,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,Zoey,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,82220.0,26224.0,none,golden_retriever
870308999962521604,2017-06-01 16:00:09,13,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",Rumble,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,21712.0,4159.0,none,appenzeller
870063196459192321,2017-05-31 23:43:25,14,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,Clifford,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,36476.0,8361.0,none,comic_book
869772420881756160,2017-05-31 04:27:59,13,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",Dewey,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,42213.0,10053.0,none,pembroke
869702957897576449,2017-05-30 23:51:58,13,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,Stanley,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,28123.0,6364.0,none,pembroke
869596645499047938,2017-05-30 16:49:31,12,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,Scout,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,15918.0,3139.0,doggo,chihuahua
869227993411051520,2017-05-29 16:24:37,13,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,Gizmo,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,20363.0,3798.0,none,pembroke
868880397819494401,2017-05-28 17:23:24,14,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,Walter,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,65461.0,14554.0,none,laptop
868552278524837888,2017-05-27 19:39:34,12,"Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

https://t.co/ZMTE4Mr69f https://t.co/7RyeXTYLNi",Cooper,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,10122.0,2107.0,none,whippet
867774946302451713,2017-05-25 16:10:44,13,Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold https://t.co/ZYg3NZGICa,Harold,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,33977.0,7389.0,none,cardigan
867421006826221569,2017-05-24 16:44:18,12,This is Shikha. She just watched you drop a skittle on the ground and still eat it. Could not be less impressed. 12/10 superior puppo https://t.co/XZlZKd73go,Shikha,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,16110.0,2529.0,puppo,eskimo_dog
866686824827068416,2017-05-22 16:06:55,12,This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely https://t.co/9b9J46E86Z,Lili,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,19354.0,3524.0,none,flat-coated_retriever
866450705531457537,2017-05-22 00:28:40,13,"This is Jamesy. He gives a kiss to every other pupper he sees on his walk. 13/10 such passion, much tender https://t.co/wk7TfysWHr",Jamesy,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,122461.0,35623.0,pupper,boston_bull
866334964761202691,2017-05-21 16:48:45,12,This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly https://t.co/W86h5dgR6c,Coco,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,52701.0,14615.0,none,samoyed
865718153858494464,2017-05-19 23:57:46,13,"Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy https://t.co/pozUoHLkGg",Boomer,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,25685.0,5682.0,none,golden_retriever
865359393868664832,2017-05-19 00:12:11,13,This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 https://t.co/g20EmqK7vc,Sammy,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,26571.0,5061.0,none,labrador_retriever
865006731092295680,2017-05-18 00:50:50,13,This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase https://t.co/LbkG5CiM7o,Nelly,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,28106.0,7780.0,none,pembroke
864279568663928832,2017-05-16 00:41:21,12,This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball https://t.co/S2HdmFFPck,Meatball,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,14691.0,3083.0,none,bull_mastiff
863907417377173506,2017-05-15 00:02:33,13,This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck https://t.co/ht47njyZ64,Albus,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,20726.0,4207.0,none,marmot
863553081350529029,2017-05-14 00:34:33,13,This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) https://t.co/tordvmaaop,Neptune,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,15387.0,4243.0,none,eskimo_dog
863432100342583297,2017-05-13 16:33:49,12,This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup https://t.co/fGQUzR8w3H,Belle,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,23970.0,5347.0,none,staffordshire_bullterrier
863062471531167744,2017-05-12 16:05:02,13,"Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

https://t.co/MOBkQnyHib https://t.co/EsOB4rLEKt",Quinn,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,8580.0,2497.0,none,pug
862831371563274240,2017-05-12 00:46:44,13,"This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey https://t.co/ixOFQ1tfqE",Zooey,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,19303.0,5171.0,none,irish_terrier
